AREAP;qual;value
4100103001001;1;0.6820323839012509
4100202001001;1;0.7037285918732942
4100301001001;1;0.7086069428199224
4100400003001;1;0.5844524851888224
4100400003002;1;0.6698941227212165
4100400003003;1;0.6683555862893319
4100400003004;1;0.5985478434217332
4100459001001;1;0.7125733898171511
4100509001001;1;0.6453601820198559
4100608001001;1;0.6862585225133435
4100707001001;1;0.6881465325711621
4100806001001;1;0.6340644393812884
4100905001001;1;0.6507030128451582
4101002001001;1;0.618347986374856
4101051001001;1;0.6664834242988976
4101101001001;1;0.6034722320566156
4101150001001;1;0.6363392012725065
4101200001001;1;0.6663788196351633
4101309001001;1;0.745939407500614
4101408003001;1;0.6458064883813659
4101408003002;1;0.39653312159290993
4101408003003;1;0.5606272199720823
4101408003004;1;0.6530545434982368
4101408003005;1;0.6673507920237248
4101408003006;1;0.48881102669012594
4101408003007;1;0.5425307379700501
4101507003001;1;0.5574372356642043
4101507003002;1;0.6159716237304689
4101507003003;1;0.45736255590677494
4101507003004;1;0.5723027297975736
4101507003005;1;0.4657112924984176
4101507003006;1;0.575369306630144
4101606001001;1;0.6094837960485705
4101655001001;1;0.6990582213652898
4101705001001;1;0.6251199939561632
4101804003001;1;0.6163881319271827
4101804003002;1;0.6345562059186882
4101804003003;1;0.539887558135209
4101804003004;1;0.48774329523085913
4101804003005;1;0.5651872336546688
4101804003006;1;0.5745947744802523
4101853001001;1;0.6806409396757638
4101903001001;1;0.5845171924811537
4102000003001;1;0.6979716627404526
4102000003002;1;0.5473891753982087
4102109001001;1;0.5847303458242096
4102208001001;1;0.6071743879546584
4102307001001;1;0.6531420826784646
4102406003001;1;0.6373861454074122
4102406003002;1;0.5428958260103338
4102505001001;1;0.6598516092590608
4102604001001;1;0.6349938835425373
4102703001001;1;0.5286798243027513
4102752001001;1;0.7279711380986484
4102802001001;1;0.6357544371557633
4102901001001;1;0.7063952328116079
4103008001001;1;0.6174779981219067
4103024001001;1;0.6771096186349518
4103040001001;1;0.7209598520743802
4103057001001;1;0.7120533651571822
4103107001001;1;0.7498750621169774
4103156001001;1;0.6560156878616088
4103206001001;1;0.6684490628894508
4103222001001;1;0.628384107378957
4103305001001;1;0.6197485072693827
4103354001001;1;0.6541483673977626
4103370001001;1;0.673528320403201
4103404001001;1;0.6540094333944181
4103453001001;1;0.5534466297840772
4103479001001;1;0.6738067269447752
4103503001001;1;0.6283840155288924
4103602001001;1;0.5807363640239432
4103701003001;1;0.6000252048699761
4103701003002;1;0.4781934630331801
4103701003003;1;0.6700031203256224
4103701003004;1;0.5682613724730607
4103701003005;1;0.5486575089092196
4103800001001;1;0.6074945792686288
4103909001001;1;0.6426582727739707
4103958001001;1;0.7690797629941791
4104006003001;1;0.710221546155469
4104006003002;1;0.5481167699700069
4104055001001;1;0.712920049604193
4104105001001;1;0.680822371451405
4104204003001;1;0.4681683580966137
4104204003002;1;0.6527737098773169
4104204003003;1;0.6066113847769266
4104204003004;1;0.5965667001647553
4104204003005;1;0.5382836931980837
4104253001001;1;0.634839273690449
4104303003001;1;0.5137786350075028
4104303003002;1;0.47474718739302935
4104303003003;1;0.6728839489837878
4104303003004;1;0.4086056785201416
4104303003005;1;0.5886131207784498
4104402001001;1;0.762197988021776
4104428001001;1;0.747636508363847
4104451001001;1;0.7445961319476304
4104501001001;1;0.6451692746006573
4104600001001;1;0.6291655151886282
4104659001001;1;0.6069994286657573
4104709001001;1;0.6470609852363226
4104808005001;1;0.5447954822957247
4104808005002;1;0.5681286489634318
4104808005003;1;0.47158750775471653
4104808005004;1;0.6324468150564844
4104808005005;1;0.4065534499014233
4104808005006;1;0.3578487940751294
4104808005007;1;0.6104026408999218
4104808005008;1;0.570339238422894
4104808005009;1;0.4338485568689503
4104808005010;1;0.4726791726430815
4104808005011;1;0.35995000936306293
4104808005012;1;0.41185127476095984
4104808005013;1;0.25695074897204384
4104808005014;1;0.46987377891372617
4104808005015;1;0.589344694588622
4104808005016;1;0.6408583094017283
4104808005017;1;0.7029366991268876
4104907003001;1;0.5870623957220361
4104907003002;1;0.6987462135500838
4104907003003;1;0.6387654511546441
4105003001001;1;0.698302035622589
4105102001001;1;0.6995383852669191
4105201001001;1;0.8328857993880432
4105300001001;1;0.6154322040883417
4105409001001;1;0.6208207497040004
4105508003001;1;0.3575054857307143
4105508003002;1;0.5192275868955547
4105508003003;1;0.6058237300614788
4105508003004;1;0.6317999106216775
4105607001001;1;0.6134307413385904
4105706001001;1;0.6816805166567476
4105805005001;1;0.5424648798743865
4105805005002;1;0.6041640987872791
4105805005003;1;0.64469393597653
4105805005004;1;0.6225865015544317
4105805005005;1;0.5822983993350865
4105805005006;1;0.5771257756953512
4105805005007;1;0.7029338493241868
4105805005008;1;0.5496154607012121
4105805005009;1;0.5618465405757206
4105805005010;1;0.6459734128664929
4105805005011;1;0.5992735847016403
4105904001001;1;0.5797540932717208
4106001001001;1;0.7132373032582267
4106100001001;1;0.6208695747548446
4106209001001;1;0.69330452405858
4106308001001;1;0.5855615356879221
4106407003001;1;0.5162369133799516
4106407003002;1;0.5163459240268911
4106456001001;1;0.7797317408277017
4106506001001;1;0.6110660230025371
4106555001001;1;0.738814751244478
4106571001001;1;0.6362495853860887
4106605001001;1;0.6181749307363026
4106704001001;1;0.6250998209761167
4106803001001;1;0.7269556726506636
4106852001001;1;0.6625158181520551
4106902005001;1;0.40591076414745175
4106902005002;1;0.1572322283857564
4106902005003;1;0.16124122990276438
4106902005004;1;0.40150557754780924
4106902005005;1;0.18963580455085605
4106902005006;1;0.2059895801226332
4106902005007;1;0.3980174596285372
4106902005008;1;0.2895325695009188
4106902005009;1;0.27529101345731277
4106902005010;1;0.40284358285331534
4106902005011;1;0.45404486323496024
4106902005012;1;0.3659783226140299
4106902005013;1;0.21902090989286338
4106902005014;1;0.19856490793599474
4106902005015;1;0.38992672747371687
4106902005016;1;0.3488789340851968
4106902005017;1;0.37933525726147715
4106902005018;1;0.378878081830689
4106902005019;1;0.25732684672879896
4106902005020;1;0.5791552349087714
4106902005021;1;0.46902871260099543
4106902005022;1;0.41704137399178903
4106902005023;1;0.5360782862914228
4106902005024;1;0.33542919449881686
4106902005025;1;0.48597888280228185
4106902005026;1;0.3815603410501973
4106902005027;1;0.35361741506215494
4106902005028;1;0.48131702924090886
4106902005029;1;0.4116607753738883
4106902005030;1;0.1702931579794058
4106902005031;1;0.2059417810580498
4106902005032;1;0.5419132120399921
4106902005033;1;0.4007974931288595
4106902005034;1;0.2717402015523352
4106902005035;1;0.261907451810164
4106902005036;1;0.2710646905181777
4106902005037;1;0.40964184657537106
4106902005038;1;0.43186320711972553
4106902005039;1;0.38231094156593337
4106902005040;1;0.41360123582377045
4106902005041;1;0.6215390081126588
4106902005042;1;0.6199290197822424
4106902005043;1;0.5722174233588674
4106902005044;1;0.5020193109298406
4106902005045;1;0.5191014984281089
4106902005046;1;0.4844681619031088
4106902005047;1;0.5218972588364784
4106902005048;1;0.5832392830141762
4106902005049;1;0.47037857980884196
4106902005050;1;0.5479104886414742
4106902005051;1;0.4642798100850412
4106902005052;1;0.4886359328883197
4106902005053;1;0.15285709693943003
4106902005054;1;0.47770187919878804
4106902005055;1;0.33256514134305404
4107009001001;1;0.732702000195228
4107108001001;1;0.6167298457223868
4107124001001;1;0.7889303233985206
4107157001001;1;0.7333821051392853
4107207003001;1;0.4756770087712413
